.   01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99  
.  +---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
11 | 0  1  600  1  12  3  1  30  9  3  3  3  1  15  3  1  1260  3  12  108  3  1  45  180  3  1  20280  6  936  3  36  936  546  3120  6  30  72  3  130  208  3  6  3  12  12  6  209300  312  4200  2800  3  48  702  3  3  6  3  6  144  6  96  37800  6  17500  3060  24  6  45  6240  6  468  3  192  5250  9  1  1  60  15  24  3  36  3  3  24  3  30  7700  3  168  1  6  9  9  21  1  224  1  0 |
12 | 0  1001  1  294  1  2002  16  1  1  6930  1  1  2079  70  280  1  588  1  840  1  8  36  2  1  32640  14  510  2  2  1  1  255  2  1  210  1  28  35  119  7  3  1  2856  1  56  2  884  84  70  14  1  28  63  1666  14  21  1  12  1  154462  14  7  204  91  306  26136  24  8  2  4  1  1680  4  952  1  1  1  2176  1  4  18  1  12320  1  1  168  168  2  32  14  1  8  11220  10  28  32  1  30  0 |
13 | 0  2  1  1  1  325  1  1  27648  1  6144  1  1  3  20  3  1  2  2  100  8000  68544  192  30  1  2688  128  320  256  48  30  1  10  128  2304  896  64  1  32  127296  1152  45  8568  1  1  3  832  60  2  10  448  1  576  5  32  5  1  79560  10  20  2  2448  10  5  96  1584  70  20  60  40  10  5  2  896  75  40  1  50  10  4608  1440  512  70  32400  2  2  1  2  300  70  3  1  1  1  420  1  1  1  0 |
14 | 0  54  1  1  540  1  216  9  1  36  1  42  8  12012  48  1248  42432  2  2  4  12376  9  1  432  48  1190  6  4  1  1  8925  18  178464  612  6  24  1  84  3  3  24752  1  2730  2  1  90  1  2  1  12  1  23868  51  3  170  22308  4056  507  272  102  14820  3  2  1  1  24  576  5712  1  6  1  1  90  714  108  2  8  2176  4199  12  1  6  1792  1  1  3  1  2  1008  1  1248  18  408  910  21  216  24  2  0 |
15 | 0  1  480  6  2  36  1  2  2016  6  2  1  1  770  1  224  30  588  6  280  1  84  101640  21  6  14  136500  2730  36  12  63  540  1  14  47600  14  2  1  18  6  35  24  1400  1  600  1  112  1008  3600  420  14  1275  12  1750  7  550  45  195  14  2  1250  1  180  273  1  24  2  900  4  1260  28  69300  1470  1  17136  24  60  105  1  1  3  56  1  4860  2352  84  36  6  48  2  1  1  816  5  1  2  1  30  0 |
16 | 0  4  100  8  1  2  1  8  6  1  1920  1  72  1  4  4  3  4  216  2  4  132  12584  3  1  1  15990  338  21  24  1  312  364  94710  697  1  1  702  3  1  59040  192  574  140  5904  8  678960  12  2  23985  1  1  2  112  1  2  1  1  81000  2  4  36  2  2  6  2  8  3  2  96  4  1  4  5250  1  2  288  1  24  4  480  1  224  8  1  1  1  100  1  1  448  2  1  3  1  8775  8  20  0 |
17 | 0  325  2  2  72  7280  1792  1  4  2  448  1  32  4  336  2  80  1  1  24  1  105  56  42  84  162400  8  416  224  1  1  45  560  192  8  84  672  61248  408576  928  5  34272  203  3248  40320  13440  28  2304  10  224  60480  16  288  1218  21  5  84  105616  14  4  56  4  320  1  8  384  8  32  180  105792  4928  4  448  4  24  546  4  1  5472  2  8  1  2688  540  16  80  5040  1  294  784  1  4  612  4  224  12  1  10  0 |
18 | 0  39  1  8  2  1  135  2  12  1  2  12  11664  3  1  108  5  4  4  1  1  1  1  163438  1  2  36  360  1  40392  5610  1  1936  1  4  18  144  110  1  1  2112  24395  2  308  2  616  572  216  660  1  44  160650  2244  154  41055  1  396  2415  440  24  2  108  6  1404  113288  36  144  2376  924  66  66  1  12  57222  3  2  20196  5712  1  16  1080  340  1  1  3  4  1  1  84  1  1  12  1  1  2  4  256  10  0 |
19 | 0  18  3420  1440  2  1  54  6  1  4  1  92070  8  1  16200  1  1800  1  15120  40  1  1  3960  135  4  1  23400  25  80  2  12  2  140  9240  12  40  10  5  10  2  4  6  476280  280  4  10  20  1440  2400  480  12096  30  27216  2  1932  300  2  2829  10  4  360  2  4  2  40  10  4  70  1  405  2  1440  2  70  6  2  60  10  143640  7182  2  2  1  4  3360  2  48  12  16  28  6  50  1360  4  2880  24  1  340  0 |
20 | 0  9  1  4  216  3  1  1  1  25  36  1  119700  990  1  1440  1008  2  4  28728  1  1  27  756  108  1764  315  4  145236  1  108  20349  63  924  340442  1  252  42  1  6  1  7378  147  1  1512  1  4  324  420  1  1  1  12  1  1  173166  6  1  54  2  210  1  2  8  15624  11780  588  504  51300  1  1386  1  2  2  3  41895  756  672  760  36  2  1  1134  1  4  1  1620  20  378  189  256  1  1  1  2  4  48  1  0 |
21 | 0  1  4  2  4320  156  1  2700  324  42  1  12  27  51480  1  1  45  216  54  173280  42  90  3  3  3  9  3990  12  48  3078  9  6  63  1  1  3024  1  450660  684  288  54  24  1  52200  12  4640  351  5852  15  3  54  12  18  567  3  6090  1  988  3  378  60900  3  11400  4750  3248  6  36  45240  54  18  31920  1  96  12  1080  6  6  432  42  2  86400  9  1  2  1  12600  1  11160  21  21  14880  1  1  882  1  1  2400  10  0 |
22 | 0  6  684  6  1  1170  480  1  2  1  4  3  2  84  14280  192  30  1  108  48  2  6  1  144  1  12  48  279531  1  2  1  2312  748  12  136  1  48  6  24  48  470400  48  24  1575  2  1  4  816  170  1  13230  1  306  42  9660  187  72  1  816  2  4  18  2  390  9520  12  68  867  2  2  1  576  2975  476  85  2  544  2  1292  48  60  1  110880  10  1  2  288  2  252  7  1  6  72  350  1  1  3  1  0 |
23 | 0  528  1  2  1  52  16  2  1  12  6  1  10800  44  1  1  1  1  45  1  12096  6  2  1  10560  1  13260  4  2  497640  9  72  561  1  48  75240  6  2  72  1  12  9180  252  84  8  2  8  55440  998976  336  1  192  8640  9240  12  5  192192  442  48  2  2  3  16  124740  2  4  6  7  13500  12122  1  16  4  1  2  18  672  10  6  8  1  148104  352  1296  6  1  4  2728  1  28  2  1  1  84  1  6  24  10  0 |
24 | 0  27  60  30  324  3  1  1  18  69966  6  9  4  1  2  120  2  36  447120  936  1  2  9  3  1  4  42  240  1  650  620310  6  182  6  1  1  24  3  78  3  6  72  364  11310  208  1267875  507  756  3234  38318  23184  6  78  567  918  594  9  338  3  18  54  3  8505  169  12  208  6  38454  2  6  4788  24  41860  2  1  18  6  1  2964  12  780  3  1  12  1  6  39744  2  2  4  36  1  1530  1  600  60  240  1  0 |
25 | 0  1  2  6  1  1  24  28  1  4  36480  1  800  2  6  1152  9  4  360  2  138240  1632  1  1  4  2240  2  4  1080  57304  3  96  51984  480  6460  112  1  9576  4864  256  3648  272  1663200  1  60000  1  4  672  2  8330  1  3808  192  56  8  19152  48  208  15390  96  1280  63936  240  2  864  960  32  544  6  8  24  1  2  6  840  2  2  17920  152  4  1  528  2  51840  4  1  4  320  168  280  1  28224  1  1  1  4  1  180  0 |
26 | 0  4  152  2  1  2  12  56875  1  1  6  2  1625  1  1  228000  12000  9600  9  1  4  1  2  1  18  1  6480  1856  1  2  9  4352  176  1  19652  1  312  932400  1  39100  6  82800  2  448  2040  7200  338  448  2  182  7560  26100  1836  224  6256  1  3  1  2040  3  2  39  2  283500  117  7920  2  3  2  1  1760  1092  8  2  1  4  1560  5  28  4  40  1  84  4680  28  5  1728  1  1  12  100  1  1  294  1  780  40  5  0 |
27 | 0  1  38  128  1  6  108  1  12  180  1  1  27  13728  176904  684  1  2  2  2304  4  1  1  60  80  2  548912  522  32032  2  1620  306  4256  16016  2  1872  2  34188  2  16  1  2  10890  56  4  1  10296  7840  1680  1  16  2  2016  1  2  234234  6  61776  2  2  96  8  158730  13  2  1680  89856  3  384  2  792  101790  2  560  6  2  8  10  1520  16  1  22440  1  4  2304  84  1  2  24  17680  5  588  1  2  1  2  20  1  0 |
28 | 0  130  1  2  1  1  64800  1  4  1  1  6  32  2  2560  8  768  2  3584  4  4  6  80  419175  8640  2  4  86400  14  480  6  24  880  352  544  1616895  4  2  143370  256  106488  544  112  2  16  96  8  384  80  16  9000  16  4  5250  4  2  9750  6  16  8  4  2160  4  104  8  128  4  28600  6  12  2  1152  4  2  140616  896  4  4  168  15120  2688  2  2  2160  4  112  24  30  1  28  2  2  8  1  4  2340  8  306  0 |
29 | 0  9  1  42  10  2  600  1  4704  2  608  360  1  528  1  16  72  1152  2  32  8  12  1  1  80  1  1080  4  25872  1  780  12  1118208  1  2  507  3276  10920  1  2898  336  32  1260  1575  4  8  1014  12  312  84  1  4  376740  28  1  858  2184  966  1  192  195776  1  32  468  2  1560  4  442  1482  1482  8  13398  20580  2431  12  4914  61152  10  33600  2  80  2574  1  4  2  224  48720  1  4  1  4  10  15456  3920  35  6552  8  34  0 |
30 | 0  9  30  2  1  101500  1  8  1  1  1  1  8  1  1008  9600  1  960  420  82080  1400  44080  12760  2  657720  3640  4  5184  594  1800  300  2040  220  1004850  2  8  85260  1  720  1  640  680  98  70  8  2  253750  1134  70  280  28  20300  486  2  2720  8820  160  1  1600  2520  28  170520  3885  3780  34510  1620  84  480  6  120  3300  1  6370  98  1  420  2  3200  5  5586  140  1  224  8  672  182  1  40  40  28  1  2  6  1  1  2  128  17  0 |
31 | 0  2  608  2  1  1  32  7000  2  2  48  2  161280  176  960  1  8400  192  36  2  336  12  4  108  640  112  8400  406  11704  4  837000  24  56  4  2856  8  16  11760  4  1  384  32  28  20  31500  490  104  48  6080  56  2052  8  12  210600  4  4  12  3496  1425  12  560  1368  9990  104  72  1140  64  4  96  207060  4  128  16  1  3570  8  2  2  10260  16  41040  924  2464  432  16  39780  384  20  16  7  1  2940  1  224  14  468  4  1  0 |
32 | 0  2  114  2  1  1050  12  1  1  600  1  18  4608  1  24  24  3  27  27  1  449500  102  1056  108  3  1008  21750  348  27  979011  1023  9  528  3300  204  19140  216  3  3  6900  576  9  3375  15  12  3  24  72  6  12  3  3672  9000  3  816  3  36  39  6  840  12600  3  6  49896  27  6  12960  72  9  3  3  432  5040  12  23808  2  2  288  57  12  3  2772  3  108  12  3  36  63426  12  510  2  1  18  3  1  2106  2604  10  0 |
33 | 0  960  3  18  29696  4  1  24  1152  9360  2  8  4  312000  4050  384  192  12  2240  24  14500  12  1100  12  32  3  4350  20  2200  650  12  96  5700  83160  8  112  16  6272  12  4  14280  2125  28  20  5600  3500  208  48  8  6400  4  12150  450  700  206080  1575  2600  650  4  8  750  16  32  6804  2940  16  1050  28  384  9520  825  55296  56  3  2232  16  6  60  56  48  8  616  4  16  2  896  24  40  2  56  384  1764  2  8  56  468  8  1  0 |
34 | 0  2  1  315  1  910  2  6  7560  1  1  12555  54  3  540  55860  42  1  2  3456  1260  18  588060  4860  540  6  630  12  364  4680  3  1904  3  616  6  66990  3696  7  5760  224  144  153  3600  3  336  1800  2880  84  3600  131274  1620  810  11385  63  9  35  9  98  2520  117810  6  14  6  1400  81  6  24192  15  2660  1653  154  108  63  12  952  2  2  45  3192  720  210  28  126  2  1  9282  1  12  1323  1  16120  1  1020  3  21  1  64  1  0 |
35 | 0  36  2  42  36  2  216  2  2  12  3420  2  10368  2  972  2  36  4  672  5400  24360  153  66  2  2  378  7308  8  48  45  135  67830  198  36  9639  26390  6  12  3  288  3360  6  42  226304  840  420  9750  24  12584  21  9828  6  6  2  9  4410  1092  6  198016  9  2646  10920  12  2268  162  109616  4  84  6  1596  3  24  63  251600  1302  105  6552  10  4800  945  2  2  4  8  1440  2  2  8  2  32  104720  4  2  1  4  2  1512  85  0 |
36 | 0  2  160  864  2  1  4  2  20  2  2  4  6144  1440  432  16  144  18  4  4  12  6  264  12  115920  896  16  208  14  5980  30  6  250880  2  4  4  1152  2  576  14812  256  6  2070  2  384  2  12250  30625  460  14  2  1632  192  28  2  20  106470  28  320  224  4  2760  38850  400  7140  460  672  14  48  6  2  2  33810  14  10  7056  2288  128  608  4  200  4  112  14400  8  16  6  16  1  816  62  1  8  18  28  48  240  8330  0 |
37 | 0  288  38808  21  2552  117  54  1  2772  120  2  18  2  2  9  1  1  18  513216  12  792  1  4  81  3780  2  2088  8  594  594  11160  684  21  528  12  2736  1026  99456  3  39744  176  72  6  3  12  4320  143  504  360  77  22  22  3888  52416  6  110  1404  2484  540  9  1512  11  330  6  6  17856  231  1496  9  13056  41472  6  1260  77  55  149040  12  4224  18  24  20520  23256  924  528  12  126  16  6820  88200  4  4  2  4  1  4680  1  80  5  0 |
38 | 0  13  1  4  116  1  288  1  2  1  24  1  36  396  12852  2584  10  2  84  72  41760  47064  1  6  4  1  831168  6144  2640  14256  3  3  42  1  115440  7  2  1  1224  8  6912  4896  720  21  30000  480  221  12  5  4992  1296  578  864  5616  2760  5  3  1656  1  2  6  1  6480  32400  1344  204  2  18720  12  3  1  1  35  5202  15624  9936  4  5  28  240  10  1  17248  2  4  1  1  1  1  238  1  210  68  1  14  585  4  1  0 |
39 | 0  432  180  1  1508  3  3  162  18  900  5928  18  486  3  1  7410  9  162  1092  6  90  18921  858  7  3570  546  390  377  1303400  442  27  27  1287  9  1445  646  28000  26  2720  3450  54  14950  91  91  52  9  36  108  45  34000  306  221  78  2600  221  9450  27  338  1530  54  52  16800  18  1350  117  18  5355  221  16320  27  7  8874  14  4352  351120  273  312  52326  42  520  260  18  173280  36  1248  6630  3480  1  144  12  768  3  12  1  1  1  32  1  0 |
40 | 0  9  114  1  1  9  8  675  1  20  190  1  18  1  4  1  456144  1  30  4  3944  3  5508  6  8  1088100  150  2176  8  1  3  36  7  1  6  2584  2  1  2  8  1  11408  510  7  4  2  6528  714  15  7  480  2  47058  7  1  10  3  7  26040  36270  2  180  2  26  2  17298  357  7  105300  3  18  540  8  340  5  2  16  640  12  2  2  1  12768  54  12  1020  290  2480  4  22464  1  1  1  1540  60  1  2  544  0 |
41 | 0  2  20  480  72  182  96  1  1344  1  1  286440  4  1  360  64  12  4  23520  12  2  6  1  72  1  26100  3132  4  72  20  3  3  42  32032  4  4  4  35728  2  16  3024  34  1950  2340  8  2  32625  24  1008  14  2  4  4002  1508  1794  462  672  58464  390  6  4368  2  4212  1050  4368  2  8  2142  12  2  69888  24  7280  1600  10  28  3  1344  1900  8  80  2  1  108  2  1  1  248  1  14  1  6  510  1  1  36  1  340  0 |
42 | 0  3608  1  64  1  52  1  4  135792  4  2  1  1200  8100  8  192  5  13824  2  384  2  4104  2  3  1620  1  2  1566  7  20  232500  12  14  2  10400  28  486  1  4  5175  144  16  14  900  432  4  1080  48  108  1755  288  8  6  14  1725  945  1950  14  450  6  180  2  2  52  54  8  172800  24  12  60  2  36000  41000  14  5040  2  4680  32  6  53505  1  3  1  2  143500  8  1044  2  4410  1  3920  80  1  2  8856  1  1176  34  0 |
43 | 0  2  40  1  8  9625  1750  225  210  231336  1  180  11424  110  20  7752  180  15  2  2  840  75684  1  866502  20  280  1530  4  1768  25  15  15  20349  748  289  663  10  1  10  33856  1360  40  1020  119  20  1190  65  3570  2040  10  2448  10  408  35  10  30912  136  35  10  1071  10  5  41699  130  1904  6417  2  5  6210  1938  30  2208  20  13616  289  70  108108  25  8160  4  7752  1  5376  4  40  210  1  2  105  14  1  1  680  5775  108  8  1  1  0 |
44 | 0  6  912  4  1  1050  1  2  1  240  2  108  2  4  1  8  38528  18  2  55986  84  18  1  760  12250  84  90  156  7  60  1800  3  2128  924  170  210105  12  18  6  48  1120  12696  42  140  5040  6  78  588  280  84  504  3780  18  420  6  220  18  39744  12  140  200  6  12  11340  54  2  48  2040  190  190  1  144  2  84  18  2  16302  5  6  144  60  168  504  324  24  221364  580  90  408  3456  10  1  2  700  7  4  8  1  0 |
45 | 0  144  1  192  1  1  1  240  72  5832  1  1  108  1  8505  64  48  2  144  12  2  4788  957352  1794  1  56  9936  26  3  15939  6  2448  14  2  4  42  4  9408  1344  644  144  6348  420  630  280  43700  351  392  280  546  252  60030  6  4784  966  99  6  26  16100  6  4  1215  3024  18630  784  2852  567  74888  6  12  2  96  4  5376  3  2268  7722  576  76  8  1  21280  28  4  1  2288  1  2  102  1  4200  60  68  28  432  546  1  306  0 |
46 | 0  6  200  1  1  12  4  4  26496  2  4  4  180  10800  320  80  24768  20  4  30  20  2  2112  2394  10080  5  10  624  11088  468  480  15  5  5  6120  684  2394  108780  5  828  288  40  810  270  64  720  23625  252  80  288  16  3045  48  112  16  80  48  9072  180  3672  10  6048  270  65  10  10  10  25  11340  15  3420  972  448  2  2754  112  20  10  1001700  20  2592  1938  70  1080  8  2  180  2  175  70  25  5  5  350  80  2  1  15  0 |
47 | 0  2  1  4  24  780  2  1  3312  80  2  1  1600  1350  80  444360  48  480  672  8  5670  17472  88  36  973728  112  540  16  72  6930  12  24  4  35280  8  3654  81  99  8  144  49980  476  63  24192  4725  63  1050  126  20  1092  21168  153  216  1176  306  8820  12  644  3528  63  8  8  12432  756  784  560  16  20  513  36  48384  4  32  16  24  20160  4  256  8320  16  2  48  448  4  7290  8008  783  8  4410  84  1120  2  4  12  28  8775  3  10  0 |
48 | 0  2  1  189  189  3  1440  135  3  13608  1  12  81  6  3  9660  18  9  6  12  1260  532  3  216  3  5488  13398  12  1232  252  5208  108  1232  3  1904  266  6  3  1208400  112  192  476  21  1050  168  98  10400  588  840  112  504  24  36  294  238  154  560  21  280  36  20580  672  24  156  108  24  8820  63  144  6  616  48  17640  3  952  6  1512  192  532  6  12  2772  42  296758  12  1144  3  4774  3  12  3  3  15  3  21  36  2160  1  0 |
49 | 0  18  1  1  1152  130  2  4  10304  2  67200  2  5376  4  504000  2  24  288  17920  240  4  12  4928  798  80  2  32  234  18  1512  195300  6  24960  2  4  5220  8  5040  240  1035  480  16  108900  10  3000  98  720  210  36960  112  2  7830  2160  98  2  308  6  3450  11760  6  630  2  8880  26  504  336  22680  10  24  35496  2  32  4  2  6  168  10920  4050  266  6090  3420  1710  28  672  14700  442  60  124  16  28  2  12  18  504  2  32  1  1360  0 |
50 | 0  120  1  8  27  1  8  6  1  468  1  1  8  1  5  8  5  1  252  2  56  3  2  3  1  2  2  4  48  33930  3  7410  7  68310  4784  7  2  495  1  18515  2346  765  7  6624  180  105  3450  8050  90  120  1  1620  3  7  5175  165  75348  195  450  1020  2  35420  2  2430  2  1800  315  14  12  855  2  2160  7350  6  12  2  64350  16  2700  2  2  12  1  2  4116  1  30  5  1  14  558  252  1  1  42  1  16  5  0 |
51 | 0  2  10752  1  36  5880  1  4  12  4  8  14  16  1408  2880  53820  3  4752  18  768  4  816  2  33696  3640  2  990  16  499968  4092  1612  187  1976  2  4030  988  4  2184  198  1196  12  374  56  1560  1040  2600  624  154  40  4056  528  16  264  91884  598  40  24  104  440  61380  220  1248  1404  104  144  396  16  2244  64800  4  144  18096  910  4800  561  4  16  10  608  8  1  1  224  1440  4  32  1  48763  1920  1  4  441  2  8  7  32  4  204  0 |
52 | 0  104  1  64  864  52  6750  4  8  4  1  12  108  3850  4  14490  72  12  840  8  16  12  16  4  8  55440  8  16  1386  144  64170  12  798  352  136  35  20  4  288  3381  672  714  168  630  20  5  312  2352  1260  64  128  10  128018  598  483  176  3588  1449  630  15  48668  504  5106  4347  2940  8  20  60  608  5985  37835  4  32  408  12  1680  10296  384  2400  504  150  32  4  16  96  168  3600  1984  28  4096  4  25704  4  1  2268  585  1  2  0 |
53 | 0  6  80  768  4872  210  1  3300  144  2  4  2  288  44  2  16  1944  5712  18  116622  630  12  166496  12  240  42  4  194480  91  2  210  18  14  72  476  182  378  24640  3300  1518  12  16  147  10  4400  26400  91  3300  42  1144  1980  357  42  21  2024  2772  9  39  210  15840  506  3  6  26  54  4  11088  4576  1320  6  154  77440  490  21  25410  4  16  134316  12  16  2016  2  2  12  432  4760  1218  10  8  28  144  2  86112  1  28  1  3696  34  0 |
54 | 0  52  1  8  54  2  2  4  21600  2  2  12  18  220  6  36450  12  2  60588  4  4  306  38786  684  2  57564  4698  26  2376  2106  6  6  2  2  6885  59450  4104  567  3690  16  12  2754  84  28  1620  2  26  504  72  96  72324  204  72  14  2  30135  6  2484  16800  84  4  2  1080  600  18  4  756  14  24  12  12312  2  5460  2  20  28  1728  10  152  4  2  48  17424  4  2592  8  12  2046  28  2  4  2  8  4200  1  32  2  680  0 |
55 | 0  1  80  96  2  1  24  350  1  1  288  1  4  66  16  4  117648  4  56  48  10  1  26488  2052  18816  1  30  4  3  18480  3  96768  330  8400  170  2  180  1596  90  8  33320  8  140  7  4  1  13  700  5  7  1  53592  60  1596  42504  110  4368  9072  285  3360  2  7840  2  4536  9  960  2  7  18  3  550  13824  665  14  2356  630  2  20  1710  2  24624  4  14  2  1080  680  48  5  136  3456  155  3  2  42  324  1  8  1  0 |
56 | 0  3010  1  4  486  1  1  1  3  1  288  23250  875  2  24  480  9632  720  2408  120  2  9120  1  380  12  560  391248  1344  260  25  9  510  51072  3  6  210  10  3  13680  240  448  340  35  2520  560  210  3360  60  2240  241604  1596  378  15  11856  5  1176  9  130  300  952  6  8288  1512  250  360  5040  6  5  90  2  1  1080  2  17920  3  8064  24  5  285  4  2  36  1  8  1  44720  45  30  4  1152  5  1  1  168  540  1  240  34  0 |
57 | 0  52  80  24864  8  1  1500  200  1  1  12  43648  100  4  1  192  12096  8  36  8  8  1520  75768  152  6888  1296  32  1152  1188  4  480  408  28  4  5508  39237  8  8  4  6624  13940  68  28  20  384  56  104  7056  20  468  4  26158  96  2132  828  20  12  624  16800  12  640  72  120  52  144  2520  24  20  48  6840  8  4  64  28  5580  8  32  768  56  4200  384  36176  8  96  16  1  1  1  1  168  1  12600  272  840  28  2340  4  1  0 |
58 | 0  39  30  1  12  2  4  525  9  1248  96  3  225  396  2  41040  15  6  4  8640  187920  2  972  1458  29520  3  6  12  72  6  20088  306  1368  24300  6  1740  6  2268  324  13800  288  612  42  504  216  22500  864  252  1440  234  3  972  1944  6240  414  396  9  3726  270  16200  1890  3  540  9720  6  24180  1512  180  36  35496  1368  72  63  1836  9  24  288  15  18  4  9  7106  126  756  36  2  72  30  252  21  72  2  6  1050  14  234  410  10  0 |
59 | 0  288  3  12  1  1248  24  1  2  1170  3  10912  27  3  12960  608  15  2304  1920  6  12  3648  3  9936  3  8  2160  40  21  3  300  9  56  3520  155584  8  40  4  4  32  1536  49588  7260  20  16  336  208  16500  4840  2244  864  10  192  28  4  528  512  28  11088  660  10  4  8  6  16  6  16  91168  9  608  4  3712  2240  1536  18  6  120  50400  1216  672  7296  3  84  19800  3  18  540  1  24  21  1  12  816  56  3564  117  8  1  0 |
60 | 0  9  40  144  4  26  450  2  216  2  64  1  4  2  6048  4  72  938808  624  4  56  1824  44  336375  640  1  2  117  7  24750  6200  4000  3200  352  816  2  2  24500  1  8  48  1088  7  28  48125  1250  208  224  5  2  768  544  3  10400  1  352  9360  416  4  3  2  6  2400  26  2  18600  7425  12  12  2  1  2  105300  1  11760  2944  1728  5  6  8  1  110  12672  360  1  1  2  4  1  42  1  1  1449  1  14  117  1  1020  0 |
